triangle_key,Mon,Tue,Wed,Thu,Fri,Sat,Sun
BTC|GXS|USDT,6,6,6,10,3,4,6
BTC|STX|USDT,4,2,3,7,8,8,8
BTC|DOGE|GBP,3,3,5,12,8,6,3
BTC|PSG|USDT,6,8,4,6,10,4,2
ADA|USDC|USDT,3,4,6,5,14,2,6
ETH|LRC|USDT,9,3,7,5,5,5,6
BTC|USDT|WRX,4,7,11,2,5,9,1
BNB|CTK|USDT,3,7,3,6,3,8,9
AXS|BNB|USDT,2,3,5,12,4,6,7
AUDIO|BTC|BUSD,5,2,5,4,11,9,3
BUSD|USDT|YFI,4,6,7,5,3,4,10
BUSD|POND|USDT,3,4,9,5,8,5,5
BNB|BTC|COTI,7,4,5,7,4,5,7
BUSD|CTK|USDT,1,4,7,20,3,3,1
BTC|EOS|TUSD,5,4,4,11,8,3,4
BNB|ETH|THETA,4,5,6,7,4,9,4
BNB|BTC|ETC,1,10,9,3,6,6,4
BNB|COTI|USDT,7,5,6,5,1,5,9
BTC|BTCST|BUSD,9,4,11,4,5,3,2
AUDIO|BTC|USDT,5,6,9,7,4,3,4
BNB|MATIC|USDT,7,5,7,4,5,6,3
BNB|EOS|EUR,6,7,6,4,3,7,4
BUSD|USDC|ZEC,6,5,3,8,5,3,6
BTC|THETA|USDT,5,8,7,6,2,4,4
BTC|BUSD|NMR,21,4,1,4,3,2,1
BTC|EUR|LUNA,0,0,0,8,26,0,1
ETH|REP|USDT,3,5,2,2,9,12,2
BNB|MFT|USDT,2,5,7,6,6,6,3
BNB|BTC|TUSD,6,4,9,9,4,0,3
BNT|BTC|USDT,4,3,7,5,6,4,6
BNB|FIL|USDT,1,3,4,5,6,6,10
ATOM|BUSD|USDC,2,8,7,2,4,3,8
BNB|TRX|XRP,3,5,4,7,8,1,6
BTC|REN|USDT,3,3,4,6,5,7,6
BTC|TUSD|XRP,1,6,7,5,9,1,5
BNB|USDT|WTC,7,6,5,5,2,3,6
BAL|BTC|BUSD,0,3,0,2,8,14,6
BNB|BTC|LUNA,0,0,1,4,28,0,0
ETH|STMX|USDT,6,5,2,7,5,2,6
BTC|BUSD|HBAR,5,9,5,4,3,3,4
BLZ|BNB|USDT,3,5,2,6,14,1,2
BNB|HBAR|USDT,3,8,9,2,4,2,5
BUSD|NMR|USDT,5,4,5,9,6,2,2
BNB|BUSD|FIL,1,7,3,7,7,1,6
BTC|LUNA|USDT,1,0,0,4,27,0,0
BTC|ETH|NANO,4,5,5,6,2,4,6
BTC|ETH|LTC,8,8,11,2,1,2,0
BEL|BNB|BUSD,3,7,9,5,2,1,5
ADA|BNB|USDT,6,9,2,3,5,4,3
ETH|PAX|XRP,6,4,5,5,4,6,2
BTC|BUSD|INJ,2,9,6,3,6,3,3
BNB|BTC|SAND,3,5,4,6,3,5,6
BUSD|OMG|USDT,2,8,9,2,6,3,2
BNB|FTT|USDT,4,3,5,5,7,4,3
ETH|KMD|USDT,6,8,3,1,3,7,3
AR|BUSD|USDT,3,5,7,2,1,7,6
ETH|IOTA|USDT,6,2,5,4,5,3,6
BNB|USDT|ZIL,4,4,9,3,2,4,4
BUSD|LIT|USDT,4,2,1,6,6,9,2
BNT|ETH|USDT,7,1,5,2,10,3,2
BTC|BUSD|OCEAN,7,4,9,4,1,4,1
ETH|USDT|WAN,3,4,3,7,3,5,5
ETH|MANA|USDT,2,3,3,3,4,7,8
BNB|ETH|ZEN,4,5,10,5,1,2,2
BNB|BTC|DASH,2,5,3,5,6,2,6
TRX|USDC|WIN,5,3,6,6,5,4,0
ADA|BTC|USDC,4,3,4,4,8,2,3
AXS|BNB|BTC,3,2,8,8,3,2,2
LAZIO|TRY|USDT,3,1,7,5,7,5,0
BNB|ETC|USDT,2,6,5,4,4,3,4
BUSD|TWT|USDT,2,4,2,3,6,8,2
BNB|USDT|WAVES,3,7,4,5,3,2,3
BUSD|USDC|WIN,2,3,7,12,1,2,0
BTC|STRAX|USDT,3,4,3,3,6,6,2
BNB|DAI|USDT,0,23,4,0,0,0,0
BTC|LTC|USDT,3,3,7,5,3,2,4
BAND|BUSD|USDT,3,6,5,9,3,1,0
EUR|SXP|USDT,2,5,7,4,6,2,1
PAX|TRX|USDT,4,4,6,3,7,2,1
BUSD|LINA|USDT,3,4,4,3,6,2,4
BTC|OMG|USDT,1,2,6,5,3,6,3
BNB|FTM|USDT,1,3,3,3,6,4,6
BTC|BUSD|YFI,2,2,6,1,2,5,8
BTT|TRX|USDC,2,2,4,3,7,6,1
BNB|BTT|TUSD,3,6,5,2,4,1,4
BTC|BUSD|SAND,3,3,1,2,5,6,5
BTC|LTC|TUSD,4,5,4,1,7,2,2
ADA|BNB|TUSD,3,3,2,13,1,2,1
TRX|TUSD|USDT,3,5,6,3,3,3,2
BUSD|JST|USDT,1,4,8,5,5,2,0
BUSD|SAND|USDT,2,2,1,7,5,5,2
BNB|PAX|USDT,2,1,5,5,9,1,1
BNB|ONE|USDT,4,2,2,5,1,3,7
BNB|EOS|USDC,1,4,3,3,8,3,2
BNB|BUSD|WRX,4,2,3,4,2,5,4
BNB|ETH|TUSD,4,4,5,4,4,0,3
TRX|USDT|WIN,3,0,6,5,2,3,4
BTC|EUR|SXP,0,2,4,4,7,6,0
BTC|HIVE|USDT,1,8,1,4,4,3,2
ETH|NANO|USDT,1,1,10,1,5,3,2
ADA|BNB|BTC,5,6,3,1,3,1,4
BTC|ETH|ONT,2,3,3,1,4,8,2
BNB|IOTA|USDT,0,4,6,1,3,6,3
BUSD|OCEAN|USDT,3,3,5,5,2,4,1
BNB|RUNE|USDT,5,2,4,3,3,2,3
AXS|BNB|BUSD,3,1,1,5,5,4,3
BNB|EOS|TUSD,1,3,2,10,5,1,0
ETH|LINK|USDT,5,3,3,5,3,2,1
ETH|RLC|USDT,3,1,1,6,3,4,4
ETH|TUSD|XRP,1,3,3,2,7,0,6
BTC|BUSD|SOL,3,3,1,7,4,3,1
BNB|USDT|WIN,7,2,3,3,3,0,4
BNB|USDT|XVS,5,5,1,5,3,0,2
AR|BTC|USDT,4,2,3,1,3,3,5
ETH|USDC|ZEC,1,0,3,7,5,4,1
BNB|BTC|XTZ,2,4,5,3,3,3,1
BTC|EUR|YFI,0,2,10,8,1,0,0
